"Platform","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count","ConsoleCompany","TargetAudience","Category","Sales"
"Wii","2008",82,73,8.3,712,"Nintendo","Children","Sports",0.252538136138053
"Wii","2009",80,73,8,193,"Nintendo","Children","Sports",0.253103731776277
"DS","2006",89,65,8.5,433,"Nintendo","Children","Action",0.297745667087707
"Wii","2006",58,41,6.6,129,"Nintendo","Children","Misc",0.267643863786095
"Wii","2009",87,80,8.4,595,"Nintendo","Children","Action",0.262794165613818
"DS","2005",91,64,8.6,465,"Nintendo","Children","Sports",0.32091527190284
"Wii","2007",80,63,7.7,146,"Nintendo","Children","Sports",0.334824765091213
"X360","2010",61,45,6.3,106,"Xbox","Children","Misc",0.258026929095554
"Wii","2009",80,33,7.4,52,"Nintendo","Children","Sports",0.333148302326385
"PS3","2013",97,50,8.2,4009,"Sony","Teen & Up","Action",0.377425678048199
"PS2","2004",95,80,9,1606,"Sony","Teen & Up","Action",0.325644804512918
"DS","2005",77,58,7.9,50,"Nintendo","Children","Misc",0.459315212174625
"X360","2013",97,58,8.1,3722,"Xbox","Teen & Up","Action",0.321744726043893
"PS2","2002",95,62,8.7,736,"Sony","Teen & Up","Action",0.344827586206897
"DS","2005",77,37,7.1,19,"Nintendo","Children","Big-Brain",0.539949247156039
"PS2","2001",95,54,8.4,314,"Sony","Children","Sports",0.382080359950435
"X360","2011",88,81,3.4,8715,"Xbox","Teen & Up","Action",0.332227747092548
"X360","2010",87,89,6.3,1456,"Xbox","Teen & Up","Action",0.320585281818751
"PS3","2012",83,21,5.3,921,"Sony","Teen & Up","Action",0.447661481035845
"X360","2012",83,73,4.8,2261,"Xbox","Teen & Up","Action",0.348155311911396
"X360","2009",94,100,6.3,2702,"Xbox","Teen & Up","Action",0.342594354913766
"PS4","2014",97,66,8.3,2955,"Sony","Teen & Up","Action",0.492664639082147
"PS3","2011",88,39,3.2,5237,"Sony","Teen & Up","Action",0.424859288662087
"PS2","2001",97,56,8.5,667,"Sony","Teen & Up","Action",0.378234737236117
"3DS","2011",85,73,8.2,633,"Nintendo","Children","Sports",0.438529009653515
"Wii","2008",93,81,8.9,1667,"Nintendo","Teen & Up","Action",0.388075262853166
"PS3","2010",88,58,6.4,1095,"Sony","Teen & Up","Action",0.408248290463863
"DS","2005",86,57,8.6,243,"Nintendo","Children","Big-Brain",0.632455532033676
"X360","2007",94,86,7.8,4109,"Xbox","Teen & Up","Action",0.354218173487907
"PS2","2004",89,74,8.5,273,"Sony","Children","Sports",0.576390417704235
"Wii","2007",97,73,8.9,2159,"Nintendo","Children","Action",0.406222231851194
"X360","2008",98,86,7.9,2958,"Xbox","Teen & Up","Action",0.384331221012044
"PS","1997",96,16,8.8,140,"Sony","Children","Sports",0.498754668053816
"3DS","2011",90,82,8.4,925,"Nintendo","Children","Action",0.452215631646135
"PS3","2010",84,82,7.5,1115,"Sony","Children","Sports",0.581238193719096
"PS3","2009",94,67,6.3,2077,"Sony","Teen & Up","Action",0.447661481035845
"PS3","2008",98,64,7.5,2849,"Sony","Teen & Up","Action",0.45786854649563
"X360","2013",73,29,2.6,2118,"Xbox","Teen & Up","Action",0.384900179459751
"Wii","2011",74,15,7.8,16,"Nintendo","Children","Misc",0.409960030845394
"3DS","2012",78,70,7.2,425,"Nintendo","Children","Action",0.522708373489317
"X360","2010",91,99,7.9,2053,"Xbox","Teen & Up","Action",0.376354964747491
"X360","2012",87,87,7,3273,"Xbox","Teen & Up","Action",0.386911616267068
"PS","1997",92,20,9.2,1297,"Sony","Teen & Up","Big-Brain",0.576390417704235
"PS","1999",93,23,9,135,"Sony","Teen & Up","Sports",0.50767308256681
"Wii","2010",74,24,7.3,24,"Nintendo","Children","Misc",0.4152273992687
"PS3","2013",71,10,2.6,1049,"Sony","Teen & Up","Action",0.493864798324795
"X360","2007",94,70,8.4,1322,"Xbox","Teen & Up","Action",0.409960030845394
"3DS","2012",88,70,8.7,628,"Nintendo","Children","Big-Brain",0.693375245281536
"PS4","2016",85,41,4.9,442,"Sony","Children","Sports",1.05409255338946
"DS","2007",72,27,7.8,85,"Nintendo","Children","Misc",0.476731294622796
"X360","2011",96,89,8.4,3602,"Xbox","Teen & Up","Big-Brain",0.443678254708057
"PS4","2015",82,42,4.3,902,"Sony","Children","Sports",0.940720868383597
"X","2004",95,91,8.2,1224,"Xbox","Teen & Up","Action",0.382919790533742
"Wii","2010",68,42,7.5,55,"Nintendo","Children","Misc",0.755928946018454
"Wii","2007",62,41,6.3,191,"Nintendo","Children","Misc",0.517087689995019
"PS3","2012",88,37,6.5,350,"Sony","Children","Action",0.966736489045664
"PS2","2001",92,53,8.7,1077,"Sony","Teen & Up","Big-Brain",0.586210381760549
"PC","2009",86,75,7.6,894,"PC","Teen & Up","Big-Brain",1.00503781525921
"PS","1999",90,24,8.6,658,"Sony","Teen & Up","Big-Brain",0.662266178532522
"DS","2008",83,46,8.5,204,"Nintendo","Children","Big-Brain",0.601929265428846
"PSP","2005",88,65,7.6,453,"Sony","Teen & Up","Action",0.587220219514703
"PS4","2014",83,39,5.7,1446,"Sony","Teen & Up","Action",0.594438298277764
"Wii","2010",97,87,9.1,1859,"Nintendo","Children","Action",0.52851642258169
"X360","2008",84,84,7.6,583,"Xbox","Teen & Up","Action",0.45501575519329
"PS4","2015",87,58,6.5,4258,"Sony","Teen & Up","Big-Brain",0.62257280636469
"X360","2011",84,57,7.4,2144,"Xbox","Teen & Up","Action",0.472983769840402
"PS4","2016",93,113,7.9,7238,"Sony","Teen & Up","Action",0.585205735980653
"WiiU","2014",88,82,9.1,1607,"Nintendo","Children","Sports",0.56165595630173
"PS2","2003",85,33,8.6,172,"Sony","Children","Sports",0.553001263609331
"Wii","2009",49,21,8,110,"Nintendo","Children","Misc",0.536056267418897
"PS3","2011",85,38,7.5,1762,"Sony","Teen & Up","Action",0.591312395989083
"PS","1998",96,15,9.1,371,"Sony","Teen & Up","Action",0.553001263609331
"Wii","2006",95,73,9,1664,"Nintendo","Teen & Up","Action",0.517087689995019
"PS","1998",91,12,8.9,439,"Sony","Children","Action",0.521286035142687
"GC","2001",92,38,9.1,573,"Nintendo","Teen & Up","Action",0.476190476190476
"PS2","2004",82,39,8.6,132,"Sony","Children","Sports",0.607456739230787
"PS2","2002",88,29,8.5,137,"Sony","Teen & Up","Action",0.584206237836986
"Wii","2012",74,10,7.2,29,"Nintendo","Children","Misc",0.496903994999953
"X360","2008",93,90,7.7,2746,"Xbox","Teen & Up","Action",0.490880693673816
"PS3","2011",92,97,8.3,3732,"Sony","Teen & Up","Action",0.60084176812611
"PS3","2007",94,44,8.4,994,"Sony","Teen & Up","Action",0.567047977123743
"PS3","2009",96,105,8.8,5226,"Sony","Teen & Up","Action",0.553001263609331
"DS","2005",74,45,7.4,27,"Nintendo","Children","Misc",0.776150525706333
"PS3","2010",95,73,8.9,2475,"Sony","Teen & Up","Action",0.597614304667197
"PS3","2013",86,37,4.3,576,"Sony","Children","Sports",1.12508790092602
"Wii","2010",87,77,8.6,368,"Nintendo","Children","Action",0.560772154092044
"PS3","2012",85,41,6.9,1314,"Sony","Teen & Up","Action",0.614295116833951
"X","2001",97,68,8.6,1292,"Xbox","Teen & Up","Action",0.448110714948221
"PS3","2011",92,16,6.4,2530,"Sony","Teen & Up","Big-Brain",0.625
"GBA","2004",76,28,9,223,"Nintendo","Children","Big-Brain",0.623782861551805
"PS2","2002",85,46,8.8,610,"Sony","Children","Big-Brain",0.524142418360959
"X360","2010",95,96,9,2327,"Xbox","Teen & Up","Action",0.519174131651165
"X360","2009",83,94,7.1,1166,"Xbox","Teen & Up","Action",0.480015360737319
"GC","2002",92,61,8.6,444,"Nintendo","Children","Action",0.499376169438922
"PS","1999",87,22,8,81,"Sony","Teen & Up","Action",0.567047977123743
"X360","2011",91,96,7.8,1510,"Xbox","Teen & Up","Action",0.496903994999953
"X360","2010",73,51,7.4,95,"Xbox","Children","Sports",0.505076272276105
"X360","2006",94,88,8.3,2301,"Xbox","Teen & Up","Action",0.531494003452734
"PS4","2014",82,47,5.7,993,"Sony","Children","Sports",1.11803398874989
"PS2","2001",96,42,8.7,1035,"Sony","Teen & Up","Action",0.63887656499994
"PS","1998",94,20,9.4,934,"Sony","Teen & Up","Action",0.560772154092044
"PS3","2008",94,82,8.7,3575,"Sony","Teen & Up","Action",0.616626415978207
"PS2","2006",92,64,7.7,982,"Sony","Teen & Up","Big-Brain",0.729324957489473
"PS3","2013",95,98,9.1,8039,"Sony","Teen & Up","Action",0.644156626400831
"PS3","2008",95,85,6.8,5319,"Sony","Children","Action",0.597614304667197
"PS","1998",89,13,9.2,369,"Sony","Teen & Up","Action",0.729324957489473
"PS4","2016",77,86,3.5,1208,"Sony","Teen & Up","Action",0.681994339470473
"DS","2009",87,65,8.8,202,"Nintendo","Children","Big-Brain",1.25988157669742
"PS","1996",89,8,8.9,102,"Sony","Teen & Up","Action",0.665190105237739
"XOne","2014",97,14,7.9,774,"Xbox","Teen & Up","Action",0.584206237836986
"PS4","2014",76,95,6.1,5389,"Sony","Teen & Up","Action",0.632455532033676
"Wii","2007",80,17,8.9,62,"Nintendo","Children","Action",0.529256124024963
"DS","2006",67,35,7.2,21,"Nintendo","Children","Big-Brain",0.56980288229819
"PS3","2009",91,70,8.6,1212,"Sony","Teen & Up","Action",0.627455805138159
"X360","2007",81,77,7.7,1084,"Xbox","Teen & Up","Action",0.552157630374233
"X360","2009",92,90,8,516,"Xbox","Children","Sports",0.57831493196624
"GBA","2001",84,19,7.8,42,"Nintendo","Children","Action",0.5643326479831
"PS3","2011",96,42,8.6,2174,"Sony","Teen & Up","Action",0.607456739230787
"PSP","2008",81,48,8.7,124,"Sony","Teen & Up","Big-Brain",1.45864991497895
"GBA","2001",93,24,8.3,108,"Nintendo","Children","Sports",0.617802063215215
"PS2","2001",66,22,7.1,161,"Sony","Children","Action",0.695048046856916
"PS3","2008",85,45,7.6,410,"Sony","Teen & Up","Action",0.605227532668802
"3DS","2013",71,52,7.6,156,"Nintendo","Children","Big-Brain",1.00503781525921
"PS3","2009",83,83,7.2,2506,"Sony","Teen & Up","Big-Brain",0.755928946018454
"PS","2000",94,22,8.9,792,"Sony","Teen & Up","Big-Brain",0.785674201318386
"PS4","2016",89,33,8.4,896,"Sony","Teen & Up","Action",0.8304547985374
"WiiU","2012",84,70,8.1,734,"Nintendo","Children","Action",0.659380473395787
"X360","2012",84,61,6.8,1204,"Xbox","Teen & Up","Action",0.565233418944222
"PS2","2003",85,45,6.6,404,"Sony","Teen & Up","Big-Brain",0.721687836487032
"XOne","2014",81,53,5.4,900,"Xbox","Teen & Up","Action",0.555555555555556
"X360","2009",90,82,8.8,1320,"Xbox","Teen & Up","Action",0.566138517072298
"PS2","2003",94,29,8.5,140,"Sony","Children","Sports",0.484501583111509
"PS2","2004",89,63,8.8,249,"Sony","Teen & Up","Big-Brain",1.24034734589208
"DS","2007",85,72,8.6,149,"Nintendo","Children","Big-Brain",0.909090909090909
"X360","2012",90,48,6.1,404,"Xbox","Children","Action",0.957826285221151
"PC","2012",88,86,4,9643,"PC","Teen & Up","Big-Brain",0.63887656499994
"PS2","2003",68,30,7.6,100,"Sony","Teen & Up","Action",0.710669054518701
"PS2","2006",92,69,8.5,113,"Sony","Teen & Up","Misc",0.51231551957856
"X360","2010",80,88,6.5,608,"Xbox","Teen & Up","Big-Brain",0.52777981396926
"PS3","2009",84,76,7.5,671,"Sony","Teen & Up","Action",0.714285714285714
"DS","2007",90,57,8,418,"Nintendo","Children","Action",0.735214622093808
"PS3","2010",89,51,8,233,"Sony","Children","Sports",1.28036879932896
"PS","1996",91,8,9,268,"Sony","Teen & Up","Action",0.698430295769578
"PSP","2006",86,50,8,152,"Sony","Teen & Up","Action",0.76696498884737
"PS","1999",92,18,9.2,69,"Sony","Teen & Up","Sports",0.540738070435875
"PS2","2007",82,24,8.2,47,"Sony","Teen & Up","Misc",0.535287727572189
"Wii","2007",68,34,7.1,47,"Nintendo","Teen & Up","Action",0.572598334313868
"X360","2008",93,84,8.5,1658,"Xbox","Teen & Up","Big-Brain",0.54232614454664
"PS3","2007",88,66,8.1,2332,"Sony","Teen & Up","Action",0.656532164298613
"PS2","2005",88,29,8,121,"Sony","Children","Sports",0.501254707117086
"PC","2010",93,82,8.2,3057,"PC","Teen & Up","Big-Brain",0.62257280636469
"PS3","2007",81,40,7.3,777,"Sony","Teen & Up","Action",0.723574605292422
"PS3","2010",92,101,8.7,2647,"Sony","Teen & Up","Action",0.604122093330177
"PS4","2015",86,78,8.1,1289,"Sony","Teen & Up","Action",0.685188709827532
"PS","1999",88,20,9,239,"Sony","Children","Sports",0.623782861551805
"DS","2007",80,9,5.4,46,"Nintendo","Children","Action",0.594438298277764
"PS","2000",62,14,7.7,93,"Sony","Teen & Up","Action",0.650944554904119
"X360","2011",94,87,8.7,1477,"Xbox","Teen & Up","Action",0.57831493196624
"PS","2000",98,19,7.7,301,"Sony","Teen & Up","Sports",0.572598334313868
"PS2","2002",82,32,8.2,78,"Sony","Teen & Up","Action",0.717958158617738
"PS","1996",91,13,8.6,149,"Sony","Teen & Up","Action",0.66081860045509
"Wii","2008",73,50,7.6,120,"Nintendo","Children","Big-Brain",0.739221270954573
"3DS","2013",86,74,8.4,461,"Nintendo","Children","Action",0.741249316661101
"XOne","2015",84,101,6.4,2455,"Xbox","Teen & Up","Action",0.591312395989083
"GC","2002",96,80,8.9,977,"Nintendo","Children","Action",0.620173672946042
"Wii","2007",86,36,8.4,87,"Nintendo","Teen & Up","Misc",0.573539334676404
"X360","2011",91,83,8.2,619,"Xbox","Children","Sports",0.693375245281536
"WiiU","2015",81,88,8.5,1189,"Nintendo","Children","Action",0.800640769025436
"PS2","2004",91,30,7.9,78,"Sony","Children","Sports",0.489115988044519
"X360","2007",85,69,7.9,167,"Xbox","Teen & Up","Misc",0.559892510955854
"PS2","2006",84,29,8.2,39,"Sony","Children","Sports",0.524863881081478
"PS2","2002",76,25,7.9,42,"Sony","Children","Action",0.607456739230787
"WiiU","2013",93,83,9,1615,"Nintendo","Children","Action",0.677285461478596
"PS2","2005",94,75,8.9,1007,"Sony","Teen & Up","Action",0.607456739230787
"WiiU","2012",77,61,7.9,473,"Nintendo","Children","Misc",0.629940788348712
"PS2","2001",97,34,7.5,298,"Sony","Teen & Up","Sports",0.613139339484966
"X360","2006",94,90,8.7,1113,"Xbox","Teen & Up","Big-Brain",0.594438298277764
"XOne","2015",88,39,6.2,1759,"Xbox","Teen & Up","Big-Brain",0.6213697660012
"PS2","2005",82,36,9.1,138,"Sony","Teen & Up","Sports",0.701862406343596
"Wii","2010",56,37,8.3,32,"Nintendo","Children","Misc",0.615457454896664
"PS3","2006",86,70,8.1,718,"Sony","Teen & Up","Action",0.758098043578903
"PS2","2005",87,64,9,778,"Sony","Children","Big-Brain",0.674199862463242
"X360","2008",89,95,6.5,2427,"Xbox","Teen & Up","Big-Brain",0.631194403097803
"PS3","2009",91,70,8.9,1130,"Sony","Teen & Up","Action",0.668153104781061
"GBA","2001",79,10,7.3,6,"Nintendo","Children","Misc",0.577350269189626
"PS2","2004",91,68,9.3,968,"Sony","Teen & Up","Action",0.827605888602368
"X360","2013",84,41,4.2,436,"Xbox","Children","Sports",1.03695169473043
"PS3","2011",80,39,7.5,620,"Sony","Teen & Up","Action",0.842151921066519
"PSP","2006",85,59,8.7,109,"Sony","Children","Action",0.63887656499994
"PS2","2005",80,32,7.8,47,"Sony","Children","Sports",1.1322770341446
"PS2","2003",80,32,7.5,22,"Sony","Children","Misc",1.06600358177805
"X360","2011",80,77,7.2,570,"Xbox","Teen & Up","Action",0.666666666666667
"PS3","2007",80,67,7.1,120,"Sony","Children","Sports",0.883883476483184
"PS3","2009",94,61,7.3,331,"Sony","Teen & Up","Action",0.701862406343596
"PS2","2002",95,25,7.7,65,"Sony","Children","Sports",0.545544725589981
"PS4","2015",92,79,9.2,10270,"Sony","Teen & Up","Big-Brain",0.966736489045664
"PC","1997",96,24,9.1,3179,"PC","Teen & Up","Action",0.498135481386718
"PS4","2014",80,80,6.3,3018,"Sony","Teen & Up","Action",0.845154254728517
"PC","2007",91,46,7.9,789,"PC","Teen & Up","Big-Brain",0.623782861551805
"PS4","2015",87,89,7.6,2715,"Sony","Teen & Up","Action",0.793051585718144
"PS2","2007",93,70,8.9,718,"Sony","Teen & Up","Action",0.656532164298613
"PS4","2014",85,83,7.7,1663,"Sony","Teen & Up","Action",0.932504808240314
"X360","2010",84,81,8.1,775,"Xbox","Teen & Up","Big-Brain",0.613139339484966
"Wii","2007",56,27,6,44,"Nintendo","Children","Misc",0.686802819743445
"X360","2007",90,66,8.3,381,"Xbox","Children","Sports",0.652328073053442
"PS2","2000",85,25,8.5,118,"Sony","Teen & Up","Action",0.77151674981046
"PS4","2016",80,64,7,2234,"Sony","Teen & Up","Action",0.854357657716761
"PS4","2014",70,40,4.9,2069,"Sony","Teen & Up","Action",0.912870929175277
"X360","2009",89,76,8.6,684,"Xbox","Teen & Up","Action",0.611990061362105
"PS3","2008",90,57,8,916,"Sony","Teen & Up","Big-Brain",0.680413817439772
"Wii","2011",93,81,7.9,1972,"Nintendo","Children","Action",0.701862406343596
"DS","2007",84,65,8.8,73,"Nintendo","Children","Big-Brain",1.05409255338946
"PC","2011",94,32,8.1,9142,"PC","Teen & Up","Big-Brain",0.928476690885259
"3DS","2014",86,80,8.7,348,"Nintendo","Teen & Up","Big-Brain",1.19522860933439
"Wii","2009",81,27,8.7,39,"Nintendo","Children","Sports",0.691714463866075
"PS4","2015",87,51,6.7,369,"Sony","Children","Sports",0.631194403097803
"PS2","2003",90,38,8.7,121,"Sony","Teen & Up","Sports",0.66081860045509
"PS2","2005",88,62,8.7,233,"Sony","Teen & Up","Action",1.03695169473043
"PS3","2006",84,9,7.3,224,"Sony","Teen & Up","Sports",0.808452083454443
"PS2","2004",91,26,9.1,38,"Sony","Children","Sports",2.5
"PS3","2010",76,64,7.9,104,"Sony","Children","Sports",0.685188709827532
"PS4","2013",78,49,3.7,1570,"Sony","Teen & Up","Action",0.749531688995862
"DS","2007",59,22,4,4,"Nintendo","Children","Misc",1.07832773203438
"Wii","2007",68,33,6.9,39,"Nintendo","Children","Misc",0.975900072948533
"X360","2008",77,60,7.5,65,"Xbox","Children","Action",0.645497224367903
"PC","2002",79,21,7.7,30,"PC","Teen & Up","Big-Brain",0.701862406343596
"PS","2001",64,11,7.5,43,"Sony","Children","Action",0.854357657716761
"PS3","2013",88,36,8.1,846,"Sony","Teen & Up","Action",0.86710996952412
"Wii","2007",85,56,7.9,423,"Nintendo","Children","Action",0.716114874039433
"PS","2000",91,15,8.8,210,"Sony","Children","Action",0.719815750748695
"PS2","2004",81,27,7.6,56,"Sony","Children","Sports",1.31306432859723
"PS2","2002",94,27,8.5,129,"Sony","Teen & Up","Sports",0.685188709827532
"DS","2007",67,15,6.9,14,"Nintendo","Children","Big-Brain",0.79555728417573
"PSP","2005",74,34,8.4,31,"Sony","Children","Sports",0.778498944161523
"PS2","2002",82,42,7.9,83,"Sony","Teen & Up","Action",0.628694613461931
"PS2","2001",90,35,8.7,314,"Sony","Children","Action",0.693375245281536
"PS2","2005",96,38,8.9,1025,"Sony","Teen & Up","Action",0.693375245281536
"PS3","2009",91,56,7.5,204,"Sony","Children","Sports",1.29099444873581
"Wii","2008",86,18,7.6,71,"Nintendo","Teen & Up","Misc",0.656532164298613
"PS4","2013",85,18,6.9,1586,"Sony","Teen & Up","Action",0.854357657716761
"PS2","2004",82,36,8.7,143,"Sony","Teen & Up","Action",0.719815750748695
"PS2","2001",64,23,7.7,32,"Sony","Teen & Up","Sports",0.703597544730292
"GC","2001",78,34,8.6,162,"Nintendo","Children","Action",0.648203723552164
"PS2","2005",84,30,9,268,"Sony","Teen & Up","Action",0.677285461478596
"DS","2007",70,39,8,9,"Nintendo","Children","Big-Brain",0.790569415042095
"XOne","2016",78,18,3.2,315,"Xbox","Teen & Up","Action",0.666666666666667
"XOne","2014",72,59,4.1,1008,"Xbox","Teen & Up","Action",0.656532164298613
"PS2","2006",78,49,7.8,112,"Sony","Teen & Up","Action",0.800640769025436
"PS2","2002",72,49,6.8,89,"Sony","Teen & Up","Action",0.901669634667432
"PS2","2001",72,27,7.9,48,"Sony","Teen & Up","Action",0.725476250110012
"X360","2010",88,66,7.5,155,"Xbox","Children","Sports",1.18678165819385
"X360","2008",89,67,7.9,1309,"Xbox","Teen & Up","Action",0.613139339484966
"X360","2009",83,91,7.5,526,"Xbox","Teen & Up","Action",0.688428390821514
"X360","2010",89,81,8.3,700,"Xbox","Teen & Up","Action",0.592348877759092
"PS3","2013",80,14,5.8,580,"Sony","Teen & Up","Action",0.873704056661038
"PS2","2003",84,20,6.4,76,"Sony","Children","Sports",1.30188910980824
"X360","2013",79,21,5.6,546,"Xbox","Teen & Up","Action",0.681994339470473
"X360","2009",92,78,8.7,1083,"Xbox","Teen & Up","Action",0.672672793996312
"X360","2010",88,75,8.6,870,"Xbox","Teen & Up","Action",0.690065559342354
"XOne","2015",82,74,7.5,570,"Xbox","Teen & Up","Action",0.599760143904067
"DS","2008",71,70,8.8,29,"Nintendo","Children","Misc",0.690065559342354
"DS","2006",83,30,8.4,28,"Nintendo","Children","Misc",1.30188910980824
"X360","2009",84,83,8.2,717,"Xbox","Teen & Up","Action",0.645497224367903
"PS4","2015",76,86,6.8,1341,"Sony","Teen & Up","Action",1.09108945117996
"PS2","2002",79,23,8.3,126,"Sony","Teen & Up","Action",0.803219328902499
"XOne","2016",87,38,8.1,470,"Xbox","Teen & Up","Action",0.683585927024663
"PS4","2015",93,86,8.2,3987,"Sony","Teen & Up","Action",0.953462589245592
"PS","1998",70,15,8,67,"Sony","Teen & Up","Action",0.940720868383597
"PS2","2004",80,50,8.9,109,"Sony","Teen & Up","Action",0.755928946018454
"PS3","2011",91,86,8.4,660,"Sony","Children","Action",0.739221270954573
"X360","2008",76,49,7.9,75,"Xbox","Children","Action",0.700140042014005
"PS2","2002",88,15,6.7,35,"Sony","Children","Sports",1.47441956154897
"PS","2000",68,12,8.3,100,"Sony","Children","Misc",0.800640769025436
"XOne","2014",75,11,5.5,1736,"Xbox","Teen & Up","Action",0.683585927024663
"PS4","2016",82,102,7.7,2659,"Sony","Teen & Up","Big-Brain",0.995037190209989
"PS3","2012",90,32,8.5,1046,"Sony","Teen & Up","Action",1.06600358177805
"PS2","2002",77,20,8.5,66,"Sony","Teen & Up","Action",0.8304547985374
"PS2","2005",60,34,7.2,82,"Sony","Teen & Up","Action",0.824786098842322
"DS","2009",87,75,7.8,231,"Nintendo","Children","Action",0.845154254728517
"PS2","2001",80,21,8.4,87,"Sony","Teen & Up","Action",0.708881205008336
"XOne","2014",85,69,7.2,1272,"Xbox","Teen & Up","Action",0.710669054518701
"X360","2013",86,35,7.9,706,"Xbox","Teen & Up","Action",0.725476250110012
"PS2","2003",85,31,8.6,106,"Sony","Teen & Up","Action",0.816496580927726
"WiiU","2015",88,85,8.7,698,"Nintendo","Children","Action",0.909090909090909
"PS3","2013",81,81,7.7,762,"Sony","Children","Sports",1.16247638743819
"PS2","2003",77,39,8,94,"Sony","Teen & Up","Action",0.727392967453308
"DS","2008",86,62,9.2,111,"Nintendo","Children","Big-Brain",1.28036879932896
"XOne","2015",84,45,4.4,463,"Xbox","Children","Sports",1.05409255338946
"PS4","2015",83,37,5.9,180,"Sony","Children","Sports",0.652328073053442
"Wii","2008",63,43,4.6,116,"Nintendo","Children","Misc",0.86066296582387
"XOne","2016",84,51,5.4,210,"Xbox","Children","Sports",1.17851130197758
"PC","2014",70,74,3.9,2075,"PC","Teen & Up","Big-Brain",0.975900072948533
"PSP","2008",91,79,8.6,566,"Sony","Teen & Up","Action",0.821994936526787
"PS3","2011",89,78,7.7,1017,"Sony","Teen & Up","Action",0.883883476483184
"PS2","2003",62,30,8.1,137,"Sony","Teen & Up","Action",0.749531688995862
"PSP","2007",83,67,8,465,"Sony","Teen & Up","Big-Brain",0.86066296582387
"X360","2010",82,63,7.6,85,"Xbox","Teen & Up","Misc",0.681994339470473
"PS2","2001",89,22,9.1,97,"Sony","Children","Big-Brain",0.696733014291618
"3DS","2015",66,60,6.8,107,"Nintendo","Children","Big-Brain",1.34839972492648
"GC","2001",87,42,8.9,138,"Nintendo","Children","Big-Brain",0.721687836487032
"PS2","2007",83,12,6.5,36,"Sony","Children","Sports",1.21267812518166
"Wii","2012",73,45,6.8,159,"Nintendo","Children","Misc",0.971285862357264
"PS","2000",87,19,8.9,109,"Sony","Children","Action",0.76696498884737
"3DS","2013",91,81,8.9,1070,"Nintendo","Children","Action",0.842151921066519
"DS","2005",82,43,8.5,102,"Nintendo","Children","Action",0.909090909090909
"PS3","2010",82,57,7.8,496,"Sony","Teen & Up","Big-Brain",0.808452083454443
"DS","2006",81,12,7.8,10,"Nintendo","Children","Misc",1.04828483672192
"DS","2008",83,48,9,63,"Nintendo","Children","Misc",1.34839972492648
"PS3","2007",93,45,8,606,"Sony","Teen & Up","Big-Brain",0.769230769230769
"PS3","2012",74,34,5.4,1309,"Sony","Teen & Up","Action",1.06600358177805
"X360","2010",96,98,8.9,3153,"Xbox","Teen & Up","Big-Brain",0.708881205008336
"PS2","2002",67,28,7.9,71,"Sony","Teen & Up","Action",0.678844233302131
"PS2","2001",94,23,7.9,46,"Sony","Children","Sports",0.632455532033676
"PC","2002",75,18,7.8,22,"PC","Teen & Up","Big-Brain",0.762492851663023
"Wii","2008",74,17,7.9,22,"Nintendo","Children","Action",0.74535599249993
"DS","2008",72,16,8,16,"Nintendo","Children","Action",0.755928946018454
"X360","2012",89,59,8.2,895,"Xbox","Teen & Up","Action",0.727392967453308
"X360","2008",75,42,7.4,32,"Xbox","Children","Action",0.723574605292422
"X360","2012",93,74,5.8,3733,"Xbox","Teen & Up","Big-Brain",0.717958158617738
"X360","2008",81,75,8.1,310,"Xbox","Teen & Up","Action",0.716114874039433
"PS3","2010",87,107,7.7,2775,"Sony","Teen & Up","Action",0.880450906325624
"X","2002",93,46,8.5,121,"Xbox","Teen & Up","Action",0.735214622093808
"PS4","2013",87,26,6.3,619,"Sony","Children","Sports",1.2700012700019
"X360","2012",88,41,7.3,132,"Xbox","Children","Sports",0.618984460590173
"PS3","2009",91,94,8.1,1509,"Sony","Teen & Up","Action",0.845154254728517
"X360","2012",91,39,8.6,1259,"Xbox","Teen & Up","Action",0.851256530758749
"Wii","2010",73,78,7,131,"Nintendo","Children","Action",0.700140042014005
"PS2","2007",73,24,9.2,176,"Sony","Teen & Up","Action",0.932504808240314
"PC","2000",82,23,6.6,20,"PC","Teen & Up","Misc",0.773823232534137
"PS2","2002",93,24,9.1,65,"Sony","Children","Sports",2.88675134594813
"PS2","2001",94,37,8.5,467,"Sony","Teen & Up","Action",0.857492925712544
"PS4","2014",84,85,8.1,1907,"Sony","Teen & Up","Action",0.990147542976674
"PC","2011",85,73,5.9,2755,"PC","Teen & Up","Big-Brain",0.793051585718144
"XOne","2014",86,68,6.4,2661,"Xbox","Teen & Up","Action",0.735214622093808
"PS2","2003",64,29,7.8,94,"Sony","Children","Action",0.98058067569092
"PS2","2002",85,19,7.8,78,"Sony","Teen & Up","Action",0.857492925712544
"PS3","2010",88,59,8.5,573,"Sony","Teen & Up","Action",0.86710996952412
"PS2","2003",87,42,9,93,"Sony","Teen & Up","Action",0.671156055214024
"X360","2009",93,77,7.3,292,"Xbox","Teen & Up","Action",0.739221270954573
"GBA","2001",79,13,7.8,4,"Nintendo","Children","Big-Brain",0.695048046856916
"PS3","2009",85,98,8.3,1176,"Sony","Teen & Up","Action",0.753778361444409
"XOne","2013",78,7,4.3,702,"Xbox","Teen & Up","Action",0.729324957489473
