"Platform","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count","ConsoleCompany","TargetAudience","Category","Sales"
"X360","2008",55,42,6.4,24,"Xbox","Teen & Up","Action",2.1320071635561
"X","2002",90,41,8.6,65,"Xbox","Teen & Up","Action",2.5
"DS","2010",87,4,5.6,9,"Nintendo","Children","Big-Brain",2
"Wii","2009",77,29,8.6,26,"Nintendo","Children","Sports",2.04124145231932
"X360","2006",51,48,6.2,49,"Xbox","Teen & Up","Action",2.08514414057075
"PS4","2015",63,32,6.3,60,"Sony","Teen & Up","Big-Brain",3.01511344577764
"DS","2009",84,28,8.8,79,"Nintendo","Teen & Up","Big-Brain",2.77350098112615
"PS2","2006",56,11,7.5,10,"Sony","Children","Sports",2.77350098112615
"PS3","2008",55,26,6.8,20,"Sony","Teen & Up","Action",2.1320071635561
"X360","2010",68,39,8.2,332,"Xbox","Teen & Up","Action",2.35702260395516
"WiiU","2016",69,4,6.8,15,"Nintendo","Children","Action",2.77350098112615
"PC","2016",63,29,3.2,927,"PC","Teen & Up","Action",3.01511344577764
"PS2","2004",50,7,6.6,8,"Sony","Children","Sports",2.77350098112615
"PSP","2010",63,22,8.6,20,"Sony","Teen & Up","Action",3.01511344577764
"XOne","2016",73,8,7.4,30,"Xbox","Teen & Up","Action",2.58198889747161
"GC","2002",67,20,7.6,16,"Nintendo","Teen & Up","Action",2.23606797749979
"X360","2012",63,13,3.5,27,"Xbox","Children","Action",2.35702260395516
"PSP","2006",70,11,6.6,11,"Sony","Teen & Up","Action",1.96116135138184
"Wii","2009",61,5,4.5,10,"Nintendo","Children","Sports",2.04124145231932
"X360","2007",73,55,7.1,40,"Xbox","Teen & Up","Big-Brain",2.18217890235992
"PS2","2002",59,14,9,17,"Sony","Children","Sports",2.77350098112615
"PS2","2002",44,14,6.7,9,"Sony","Teen & Up","Sports",2.77350098112615
"X","2003",77,33,8.4,7,"Xbox","Teen & Up","Sports",2.29415733870562
"GC","2001",70,17,5.8,16,"Nintendo","Teen & Up","Action",2.23606797749979
"PS3","2008",67,44,7.9,34,"Sony","Teen & Up","Action",2.23606797749979
"GC","2003",66,10,7.4,8,"Nintendo","Children","Sports",2.23606797749979
"PS2","2001",67,21,8.4,43,"Sony","Teen & Up","Big-Brain",2.77350098112615
"X","2005",88,65,9.1,58,"Xbox","Teen & Up","Action",2.29415733870562
"PS2","2004",64,45,6.9,12,"Sony","Teen & Up","Action",2.77350098112615
"PS2","2002",78,31,9,39,"Sony","Teen & Up","Action",2.77350098112615
"X360","2013",75,30,7.4,170,"Xbox","Teen & Up","Action",2.88675134594813
"X360","2010",53,10,6.6,10,"Xbox","Children","Sports",2.42535625036333
"PS3","2013",80,75,8.5,238,"Sony","Children","Action",3.01511344577764
"X360","2013",54,55,6.2,196,"Xbox","Teen & Up","Action",2.5
"DS","2006",71,41,8.4,36,"Nintendo","Teen & Up","Action",3.01511344577764
"PS3","2007",78,17,6.5,41,"Sony","Teen & Up","Action",2.23606797749979
"DS","2005",58,20,7.6,19,"Nintendo","Children","Action",2.18217890235992
"X360","2005",80,57,7.5,79,"Xbox","Teen & Up","Action",2.23606797749979
"DS","2005",79,51,7.9,32,"Nintendo","Children","Misc",2.18217890235992
"X","2002",79,15,8.1,7,"Xbox","Children","Sports",2.29415733870562
"PS2","2004",77,30,8.1,9,"Sony","Children","Sports",2.77350098112615
"PS2","2003",58,19,7.8,8,"Sony","Children","Sports",2.77350098112615
"DS","2008",46,5,3.6,5,"Nintendo","Children","Action",2.04124145231932
"GBA","2002",87,27,8.2,39,"Nintendo","Teen & Up","Action",2.5
"PS2","2001",73,18,6,5,"Sony","Children","Sports",2.77350098112615
"DS","2006",63,11,8.6,7,"Nintendo","Teen & Up","Action",2.08514414057075
"X","2004",77,44,7.9,16,"Xbox","Teen & Up","Big-Brain",2.29415733870562
"DS","2004",68,25,7.7,7,"Nintendo","Children","Sports",2.04124145231932
"DS","2004",73,34,8.4,17,"Nintendo","Children","Big-Brain",2.77350098112615
"GC","2004",89,25,8.5,11,"Nintendo","Children","Sports",2.23606797749979
"X","2003",77,31,8.8,4,"Xbox","Teen & Up","Big-Brain",2.29415733870562
"GBA","2001",84,17,7.4,10,"Nintendo","Teen & Up","Action",2.35702260395516
"PS2","2006",56,12,8.2,20,"Sony","Children","Action",2.88675134594813
"GC","2002",81,19,8.5,15,"Nintendo","Children","Action",2.58198889747161
"PS2","2000",46,15,4.6,8,"Sony","Children","Sports",2.88675134594813
"X360","2008",69,32,7.8,15,"Xbox","Children","Sports",2.08514414057075
"PS3","2008",65,22,7.5,10,"Sony","Children","Sports",2.1320071635561
"X360","2012",52,35,5.2,126,"Xbox","Teen & Up","Big-Brain",2.58198889747161
"X","2003",80,34,7.7,20,"Xbox","Children","Sports",2.23606797749979
"Wii","2009",64,29,5.6,11,"Nintendo","Children","Big-Brain",2.77350098112615
"PS2","2005",77,14,7.3,6,"Sony","Children","Sports",2.88675134594813
"PS3","2007",86,23,6.9,23,"Sony","Children","Action",2.5
"PS3","2007",71,10,6.4,5,"Sony","Teen & Up","Sports",2.35702260395516
"3DS","2015",79,32,8.7,82,"Nintendo","Teen & Up","Big-Brain",2.42535625036333
"PS","1996",93,8,8.5,21,"Sony",NA,"Sports",2.67261241912424
"PS","2001",30,6,6.3,4,"Sony","Children","Action",2.67261241912424
"X360","2006",53,46,6.7,42,"Xbox","Teen & Up","Sports",2.58198889747161
"PS3","2011",57,34,6.2,70,"Sony","Teen & Up","Action",2.88675134594813
"X","2004",73,47,8,8,"Xbox","Teen & Up","Action",2.29415733870562
"GC","2005",71,22,7.9,14,"Nintendo","Teen & Up","Action",2.29415733870562
"3DS","2013",68,12,6.4,13,"Nintendo","Children","Action",3.01511344577764
"GC","2003",71,37,8.7,32,"Nintendo","Children","Action",2.29415733870562
"X360","2007",85,44,8.2,44,"Xbox","Children","Action",2.1320071635561
"PS2","2002",83,21,8.5,43,"Sony","Children","Sports",2.88675134594813
"PS4","2014",57,40,6.5,72,"Sony","Teen & Up","Action",2.67261241912424
"X","2005",79,35,8.4,18,"Xbox","Children","Sports",2.29415733870562
"PS","2000",53,6,7.4,16,"Sony","Teen & Up","Action",2.67261241912424
"X","2003",74,38,8.3,15,"Xbox","Teen & Up","Action",2.5
"PS3","2009",65,5,6.5,4,"Sony","Children","Action",2.58198889747161
"DS","2010",64,5,6.6,5,"Nintendo","Children","Misc",2.18217890235992
"X360","2007",78,20,7.3,11,"Xbox","Children","Sports",2.08514414057075
"X360","2006",65,16,6.1,8,"Xbox","Children","Sports",2.1320071635561
"PS2","2008",38,7,6.8,6,"Sony","Teen & Up","Action",2.88675134594813
"GC","2003",81,22,8.5,8,"Nintendo","Teen & Up","Action",2.29415733870562
"Wii","2008",63,20,6.9,13,"Nintendo","Teen & Up","Action",2.1320071635561
"X","2005",75,31,7.1,8,"Xbox","Teen & Up","Big-Brain",2.29415733870562
"PS2","2003",87,21,8.7,19,"Sony","Children","Sports",2.88675134594813
"Wii","2007",57,8,6.2,19,"Nintendo","Teen & Up","Sports",2.1320071635561
"PSP","2009",63,10,7.8,17,"Sony","Teen & Up","Action",3.01511344577764
"X360","2006",70,52,7.5,48,"Xbox","Teen & Up","Action",2.18217890235992
"X360","2008",56,45,6.4,29,"Xbox","Teen & Up","Sports",2.67261241912424
"X360","2008",57,18,7.1,7,"Xbox","Children","Action",2.35702260395516
"X360","2011",57,50,6.8,34,"Xbox","Teen & Up","Action",2.35702260395516
"PS2","2008",43,7,5.5,15,"Sony","Teen & Up","Action",2.88675134594813
"X","2005",70,19,7.4,21,"Xbox","Teen & Up","Action",2.29415733870562
"PS","1999",89,14,6.6,77,"Sony","Children","Big-Brain",2.67261241912424
"PS2","2006",51,32,7.5,13,"Sony","Teen & Up","Action",2.88675134594813
"GC","2005",55,4,7.9,10,"Nintendo","Children","Action",2.29415733870562
"X360","2007",65,31,7.2,31,"Xbox","Teen & Up","Big-Brain",2.29415733870562
"PS3","2008",59,7,6.1,8,"Sony","Children","Sports",2.88675134594813
"DS","2009",50,5,6.8,11,"Nintendo","Teen & Up","Action",2.5
"Wii","2009",53,8,6.1,10,"Nintendo","Teen & Up","Action",2.29415733870562
"PS3","2007",74,19,4.7,7,"Sony","Children","Sports",2.08514414057075
"PS3","2009",80,45,7.7,40,"Sony","Teen & Up","Action",2.88675134594813
"PS2","2004",77,13,8,10,"Sony","Teen & Up","Big-Brain",2.88675134594813
"GC","2005",82,34,6.2,26,"Nintendo","Teen & Up","Big-Brain",2.29415733870562
"X360","2012",39,28,5,51,"Xbox","Teen & Up","Action",2.67261241912424
"X360","2012",58,39,4.4,136,"Xbox","Teen & Up","Action",2.5
"GC","2002",71,18,7.4,7,"Nintendo","Children","Sports",2.29415733870562
"PSV","2013",75,15,8.2,148,"Sony","Children","Action",2.77350098112615
"X360","2012",71,54,6.6,131,"Xbox","Teen & Up","Action",2.58198889747161
"PS2","2006",43,12,8,20,"Sony","Children","Big-Brain",2.88675134594813
"Wii","2010",51,8,8.6,15,"Nintendo","Children","Sports",2.77350098112615
"XOne","2014",80,28,7.1,159,"Xbox","Children","Sports",2.88675134594813
"PS2","2006",73,23,8.8,14,"Sony","Children","Misc",2.88675134594813
"PC","2015",79,37,7,763,"PC","Teen & Up","Action",2.67261241912424
"X360","2006",78,46,6.2,80,"Xbox","Teen & Up","Action",2.23606797749979
"PSP","2005",80,26,7.9,18,"Sony","Children","Sports",2.08514414057075
"PS","2000",48,8,7.3,7,"Sony","Teen & Up","Action",2.67261241912424
"PS2","2002",63,20,4.8,20,"Sony","Children","Misc",2.88675134594813
"PS2","2003",63,20,7.6,11,"Sony","Teen & Up","Action",2.88675134594813
"PS2","2005",84,39,9.1,117,"Sony","Teen & Up","Action",2.88675134594813
"GC","2005",83,14,8.9,44,"Nintendo","Children","Big-Brain",2.29415733870562
"X","2002",83,27,8.6,10,"Xbox","Teen & Up","Action",2.67261241912424
"PS3","2008",42,28,5.5,33,"Sony","Teen & Up","Action",2.18217890235992
"GBA","2005",70,30,5,6,"Nintendo","Children","Action",2.42535625036333
"PC","2011",70,36,5.5,531,"PC","Teen & Up","Action",3.01511344577764
"X","2003",53,4,8.6,12,"Xbox","Children","Sports",2.35702260395516
"DS","2010",56,6,6.9,12,"Nintendo","Children","Big-Brain",2.1320071635561
"PSP","2009",64,4,4.2,10,"Sony","Children","Sports",2.18217890235992
"X","2003",88,23,5.1,23,"Xbox","Children","Sports",2.35702260395516
"PS2","2005",78,25,7.7,13,"Sony","Children","Misc",2.88675134594813
"X","2003",75,26,8,7,"Xbox","Teen & Up","Action",2.35702260395516
"PSP","2009",80,26,7.7,47,"Sony","Teen & Up","Big-Brain",2.29415733870562
"XOne","2016",83,18,7.2,180,"Xbox","Teen & Up","Big-Brain",2.58198889747161
"PS4","2013",43,25,2.7,175,"Sony","Children","Sports",2.58198889747161
"GC","2005",81,30,8.3,8,"Nintendo","Teen & Up","Action",2.29415733870562
"Wii","2007",42,5,6.2,5,"Nintendo","Children","Misc",2.1320071635561
"GC","2001",67,16,7.7,12,"Nintendo","Teen & Up","Sports",2.29415733870562
"X360","2011",58,22,8,46,"Xbox","Teen & Up","Action",2.5
"PSP","2005",68,9,7.1,25,"Sony","Children","Sports",2.5
"X","2001",52,26,8.5,14,"Xbox","Teen & Up","Action",2.35702260395516
"X","2005",51,11,6.1,8,"Xbox","Teen & Up","Action",2.35702260395516
"PS3","2008",60,12,5.3,14,"Sony","Teen & Up","Misc",2.18217890235992
"GC","2004",70,12,9.2,60,"Nintendo","Children","Big-Brain",2.29415733870562
"PS2","2002",83,17,8,6,"Sony","Children","Sports",2.88675134594813
"X360","2009",60,16,5.2,9,"Xbox","Children","Action",2.23606797749979
"GC","2005",61,32,4,6,"Nintendo","Teen & Up","Action",2.29415733870562
"GBA","2005",64,7,5.4,5,"Nintendo","Children","Sports",2.42535625036333
"PS3","2010",77,48,7.7,100,"Sony","Teen & Up","Action",2.42535625036333
"PSP","2006",53,29,6.3,15,"Sony","Children","Big-Brain",2.58198889747161
"XOne","2013",73,5,6.2,40,"Xbox","Children","Misc",2.42535625036333
"X360","2011",70,37,6.2,12,"Xbox","Children","Sports",3.01511344577764
"DS","2007",70,25,7,24,"Nintendo","Teen & Up","Big-Brain",2.5
"X","2001",59,15,6.2,5,"Xbox","Children","Sports",2.35702260395516
"X360","2011",53,31,4.5,12,"Xbox","Teen & Up","Misc",2.5
"GBA","2004",68,33,7.1,23,"Nintendo","Teen & Up","Action",2.42535625036333
"DS","2008",71,29,7.4,13,"Nintendo","Children","Big-Brain",3.01511344577764
"Wii","2008",62,17,8.2,37,"Nintendo","Teen & Up","Action",2.77350098112615
"Wii","2010",75,13,7.7,15,"Nintendo","Teen & Up","Action",2.88675134594813
"PS2","2003",46,21,3.9,14,"Sony","Children","Misc",2.88675134594813
"PSP","2007",49,17,5.7,13,"Sony","Teen & Up","Action",2.1320071635561
"PS3","2011",50,33,4.8,37,"Sony","Teen & Up","Action",2.67261241912424
"PS2","2004",85,49,9.1,56,"Sony","Teen & Up","Big-Brain",2.88675134594813
"PS3","2007",67,35,6.6,25,"Sony","Children","Action",2.35702260395516
"PSP","2005",63,24,7.8,8,"Sony","Teen & Up","Misc",2.18217890235992
"PS4","2014",59,24,5.6,86,"Sony","Children","Sports",2.5
"X360","2009",59,24,7.3,28,"Xbox","Teen & Up","Action",2.5
"X","2006",77,22,8.4,9,"Xbox","Children","Sports",2.35702260395516
"X360","2009",42,59,4.7,22,"Xbox","Teen & Up","Action",2.42535625036333
"X360","2011",47,51,5,72,"Xbox","Teen & Up","Action",2.35702260395516
"X360","2009",65,70,6.2,57,"Xbox","Teen & Up","Action",2.5
"PS2","2007",56,9,8.2,9,"Sony","Children","Sports",2.88675134594813
"Wii","2009",74,29,8.1,14,"Nintendo","Teen & Up","Action",3.01511344577764
"X360","2009",62,37,6.4,36,"Xbox","Teen & Up","Big-Brain",2.35702260395516
"PS3","2009",63,10,8.2,5,"Sony","Children","Action",2.29415733870562
"PC","2011",72,27,6.8,243,"PC","Teen & Up","Big-Brain",2.5
"DS","2006",62,18,7.5,6,"Nintendo","Children","Big-Brain",2.1320071635561
"PS2","2004",76,26,7,4,"Sony","Children","Misc",3.01511344577764
"DS","2009",66,7,6.5,4,"Nintendo","Children","Action",2.18217890235992
"X","2003",85,14,9.1,15,"Xbox","Children","Sports",2.35702260395516
"X","2002",79,30,9.1,31,"Xbox","Teen & Up","Action",2.35702260395516
"X","2005",68,26,5.8,10,"Xbox","Children","Action",2.35702260395516
"DS","2005",68,15,6,6,"Nintendo","Children","Action",2.23606797749979
"X360","2007",56,42,6.2,18,"Xbox","Children","Misc",2.29415733870562
"Wii","2008",59,17,5.5,4,"Nintendo","Children","Misc",2.29415733870562
"PS4","2015",77,50,7.4,163,"Sony","Teen & Up","Action",3.01511344577764
"X","2002",85,20,8.8,6,"Xbox","Children","Sports",2.42535625036333
"PS2","2004",73,34,9.1,23,"Sony","Teen & Up","Sports",3.01511344577764
"PS2","2001",35,9,3.4,16,"Sony","Teen & Up","Sports",3.01511344577764
"PS2","2002",47,12,7.2,6,"Sony","Teen & Up","Action",3.01511344577764
"PS3","2008",72,42,6.5,15,"Sony","Teen & Up","Action",2.67261241912424
"DS","2005",88,49,7.5,164,"Nintendo","Children","Big-Brain",2.58198889747161
"GC","2003",89,19,8.7,25,"Nintendo","Teen & Up","Action",2.35702260395516
"GC","2002",75,17,7.8,19,"Nintendo","Teen & Up","Action",2.35702260395516
"PS2","2003",90,19,7,22,"Sony","Children","Sports",3.01511344577764
"X","2005",84,47,8,22,"Xbox","Teen & Up","Action",2.42535625036333
"PS","1998",61,4,7.8,4,"Sony","Teen & Up","Action",2.77350098112615
"Wii","2006",69,42,6.2,13,"Nintendo","Children","Sports",2.18217890235992
"PS3","2008",52,32,7.2,82,"Sony","Teen & Up","Big-Brain",2.67261241912424
"Wii","2010",58,21,7.8,5,"Nintendo","Teen & Up","Action",2.42535625036333
"PS2","2002",73,23,8.8,47,"Sony","Teen & Up","Action",3.01511344577764
"Wii","2007",27,7,5.1,14,"Nintendo","Children","Action",2.18217890235992
"PS3","2008",58,13,6.8,4,"Sony","Children","Action",2.88675134594813
"PC","2012",76,16,8.2,1243,"PC","Teen & Up","Action",2.88675134594813
"PSP","2006",87,37,8.2,69,"Sony","Teen & Up","Big-Brain",2.58198889747161
"X360","2005",81,33,8.6,31,"Xbox","Children","Action",2.18217890235992
"PS3","2007",57,21,5,14,"Sony","Children","Sports",2.58198889747161
"X","2004",66,33,7.8,23,"Xbox","Teen & Up","Action",2.42535625036333
"X360","2009",59,18,5.7,12,"Xbox","Teen & Up","Action",2.77350098112615
"PS2","2001",70,18,5.8,12,"Sony","Teen & Up","Sports",3.01511344577764
"WiiU","2012",57,14,5.6,46,"Nintendo","Children","Action",2.77350098112615
"PS3","2011",66,25,5.2,5,"Sony","Children","Misc",2.77350098112615
"PS2","2005",74,49,8.3,19,"Sony","Teen & Up","Action",3.01511344577764
"3DS","2014",58,28,6.7,57,"Nintendo","Teen & Up","Action",3.01511344577764
"PS2","2003",55,18,6.3,4,"Sony","Teen & Up","Sports",3.01511344577764
"X","2003",82,23,8.2,23,"Xbox","Teen & Up","Action",2.42535625036333
"X","2003",61,26,6.5,13,"Xbox","Teen & Up","Action",2.42535625036333
"DS","2006",82,39,7.8,25,"Nintendo","Children","Big-Brain",2.42535625036333
"3DS","2011",71,12,7.3,8,"Nintendo","Teen & Up","Action",2.58198889747161
"Wii","2007",71,29,8.4,33,"Nintendo","Teen & Up","Action",2.29415733870562
"PS","1997",86,9,8.9,42,"Sony","Teen & Up","Big-Brain",2.77350098112615
"WiiU","2012",75,9,6.7,30,"Nintendo","Children","Sports",2.18217890235992
"PS2","2003",73,20,8.5,14,"Sony","Children","Sports",3.01511344577764
"GC","2002",90,10,8,5,"Nintendo","Children","Sports",2.35702260395516
"PS2","2003",58,12,6.2,5,"Sony","Teen & Up","Action",3.01511344577764
"PSP","2005",73,27,8.1,13,"Sony","Children","Misc",2.23606797749979
"PSP","2005",79,23,8.1,44,"Sony","Children","Sports",2.29415733870562
"3DS","2012",54,35,6.1,28,"Nintendo","Teen & Up","Action",2.77350098112615
"PS3","2011",55,12,8,45,"Sony","Children","Big-Brain",2.67261241912424
"PSP","2009",79,27,8.5,65,"Sony","Teen & Up","Big-Brain",2.67261241912424
"DS","2007",79,21,6.7,6,"Nintendo","Children","Sports",2.23606797749979
"PS2","2004",39,10,4.3,6,"Sony","Children","Action",3.01511344577764
"X360","2008",63,16,4.9,10,"Xbox","Teen & Up","Misc",2.18217890235992
"PS2","2002",62,22,5.9,8,"Sony","Children","Sports",3.01511344577764
"DS","2008",59,7,6.7,6,"Nintendo","Children","Sports",2.35702260395516
"PS2","2003",61,26,9.2,6,"Sony","Teen & Up","Action",3.01511344577764
"PS3","2013",64,39,7.9,216,"Sony","Teen & Up","Action",2.88675134594813
"PS2","2002",51,21,7,6,"Sony","Teen & Up","Action",3.01511344577764
"3DS","2016",77,27,7,28,"Nintendo","Children","Action",2.58198889747161
"PS2","2005",74,33,8.4,65,"Sony","Teen & Up","Action",3.01511344577764
"XOne","2016",71,20,7.3,172,"Xbox","Teen & Up","Action",2.5
"PSV","2011",49,33,4.8,28,"Sony","Children","Action",2.77350098112615
"PSP","2006",72,13,7.8,5,"Sony","Teen & Up","Big-Brain",2.23606797749979
"X","2004",60,40,7.3,9,"Xbox","Teen & Up","Action",2.42535625036333
"PS2","2002",58,9,7,5,"Sony","Children","Sports",3.01511344577764
"PSP","2005",75,25,8.5,15,"Sony","Children","Sports",2.23606797749979
"GC","2002",84,31,9.2,95,"Nintendo","Teen & Up","Big-Brain",2.42535625036333
"GBA","2001",79,17,8.8,9,"Nintendo","Children","Big-Brain",3.01511344577764
"GC","2004",88,18,9,5,"Nintendo","Children","Sports",2.42535625036333
"GBA","2004",77,20,8.1,7,"Nintendo","Children","Sports",2.5
"Wii","2011",42,5,3.1,9,"Nintendo","Children","Sports",2.18217890235992
"PS3","2011",58,43,7.2,29,"Sony","Teen & Up","Action",2.77350098112615
"Wii","2008",61,15,5.6,7,"Nintendo","Teen & Up","Action",2.29415733870562
"PC","2015",74,14,6,555,"PC","Teen & Up","Action",3.01511344577764
"X360","2014",62,11,7.3,44,"Xbox","Teen & Up","Action",2.67261241912424
"GBA","2004",77,21,9,22,"Nintendo","Children","Action",2.5
"Wii","2006",72,44,7.8,15,"Nintendo","Children","Sports",2.67261241912424
"PS3","2009",68,22,7.6,7,"Sony","Children","Action",2.77350098112615
"3DS","2011",69,33,7.3,33,"Nintendo","Teen & Up","Action",2.67261241912424
"DS","2008",73,19,7.7,14,"Nintendo","Teen & Up","Big-Brain",2.23606797749979
"DS","2006",80,38,7.9,59,"Nintendo","Children","Big-Brain",2.35702260395516
"DS","2006",76,34,7,7,"Nintendo","Children","Sports",2.23606797749979
"DS","2007",61,13,8,9,"Nintendo","Children","Big-Brain",2.23606797749979
"GBA","2004",67,7,8.5,12,"Nintendo","Teen & Up","Big-Brain",2.5
"X","2004",77,44,8.8,23,"Xbox","Teen & Up","Action",2.5
"GC","2002",47,10,5.6,8,"Nintendo","Children","Big-Brain",2.42535625036333
"GC","2004",86,39,8.3,19,"Nintendo","Teen & Up","Action",2.42535625036333
"Wii","2008",51,11,5.9,14,"Nintendo","Children","Sports",2.29415733870562
"DS","2007",56,31,5.6,5,"Nintendo","Teen & Up","Action",2.23606797749979
"X","2002",19,4,4,8,"Xbox","Children","Misc",2.5
"X","2004",58,37,7,14,"Xbox","Teen & Up","Action",2.5
"GC","2001",66,17,5.6,9,"Nintendo","Children","Sports",2.42535625036333
"PS2","2004",66,34,7,22,"Sony","Teen & Up","Big-Brain",3.01511344577764
"PS3","2009",82,16,7.9,8,"Sony","Children","Misc",2.23606797749979
"DS","2010",43,5,4,5,"Nintendo","Teen & Up","Action",2.42535625036333
"GC","2005",70,20,8.5,13,"Nintendo","Teen & Up","Action",2.42535625036333
"PS2","2009",69,6,8.3,6,"Sony","Teen & Up","Misc",3.01511344577764
"PS2","2001",67,12,7.8,6,"Sony","Children","Sports",3.01511344577764
"X360","2008",70,23,5.6,8,"Xbox","Children","Sports",2.23606797749979
"PC","2015",75,40,7.9,1304,"PC","Teen & Up","Action",2.67261241912424
"PS2","2006",60,7,7.9,9,"Sony","Teen & Up","Big-Brain",3.01511344577764
"X360","2009",61,9,8.3,4,"Xbox","Children","Action",3.01511344577764
"PS2","2003",61,13,6.8,65,"Sony","Children","Sports",3.01511344577764
"PSP","2005",72,19,5.4,8,"Sony","Children","Sports",2.23606797749979
"DS","2008",82,11,8.2,13,"Nintendo","Children","Misc",2.29415733870562
"X360","2009",75,33,6.6,22,"Xbox","Teen & Up","Big-Brain",2.58198889747161
"GBA","2003",60,12,7.1,9,"Nintendo","Children","Action",2.5
"PC","2011",80,24,6.8,1434,"PC","Teen & Up","Action",2.88675134594813
"GC","2002",92,24,8.3,15,"Nintendo","Children","Sports",2.42535625036333
"PS4","2014",83,6,8.4,264,"Sony","Teen & Up","Action",3.01511344577764
"X360","2011",61,59,6,116,"Xbox","Teen & Up","Action",2.77350098112615
"GBA","2002",53,14,7.4,5,"Nintendo","Children","Misc",2.58198889747161
"X360","2006",70,63,7.8,36,"Xbox","Teen & Up","Action",2.29415733870562
"GC","2005",70,11,7.7,7,"Nintendo","Children","Action",2.42535625036333
"XOne","2016",84,17,8.5,81,"Xbox","Teen & Up","Action",2.88675134594813
"PS2","2002",69,24,5,12,"Sony","Children","Action",3.01511344577764
"PS3","2008",63,12,6.2,34,"Sony","Children","Action",2.88675134594813
"X360","2006",49,36,6.1,50,"Xbox","Teen & Up","Big-Brain",2.29415733870562
"PS2","2004",52,17,6.8,8,"Sony","Children","Sports",3.01511344577764
"3DS","2015",69,69,7.8,126,"Nintendo","Teen & Up","Big-Brain",2.67261241912424
"XOne","2014",53,9,6.8,53,"Xbox","Children","Sports",2.42535625036333
"PS2","2004",63,17,8,7,"Sony","Teen & Up","Sports",3.01511344577764
"PSP","2005",57,25,6.9,14,"Sony","Children","Sports",2.23606797749979
"X360","2012",68,37,7.2,37,"Xbox","Teen & Up","Big-Brain",2.77350098112615
"X360","2006",82,22,8.2,12,"Xbox","Children","Sports",2.23606797749979
"Wii","2006",46,21,5.6,19,"Nintendo","Children","Action",2.29415733870562
"GBA","2002",61,8,6.5,4,"Nintendo","Children","Action",2.58198889747161
"X","2002",76,20,7.5,6,"Xbox","Teen & Up","Action",2.5
"X","2005",83,32,7.5,26,"Xbox","Children","Sports",2.5
"X360","2009",25,4,3.8,48,"Xbox","Children","Action",2.67261241912424
"X","2004",70,55,7,6,"Xbox","Teen & Up","Action",2.5
"PSP","2005",67,21,7.7,16,"Sony","Children","Sports",2.23606797749979
"DS","2005",84,31,8.7,55,"Nintendo","Children","Sports",2.29415733870562
"DS","2006",70,9,6.5,10,"Nintendo","Children","Sports",2.23606797749979
"X360","2009",76,31,6.2,35,"Xbox","Children","Sports",2.29415733870562
"X360","2009",71,54,6.4,65,"Xbox","Teen & Up","Action",2.88675134594813
"X","2002",74,22,7,10,"Xbox","Teen & Up","Action",2.5
"PS","2000",26,7,4,5,"Sony","Children","Action",2.88675134594813
"X360","2009",63,4,5.8,5,"Xbox","Children","Sports",2.23606797749979
"X","2005",75,43,8,22,"Xbox","Teen & Up","Action",2.5
"WiiU","2015",84,4,6.1,36,"Nintendo","Teen & Up","Misc",2.77350098112615
"DS","2008",83,52,7.8,36,"Nintendo","Teen & Up","Action",2.5
"X","2003",65,5,8.4,16,"Xbox","Teen & Up","Sports",2.5
"Wii","2007",60,8,6.4,15,"Nintendo","Children","Action",2.35702260395516
"DS","2008",78,28,7,21,"Nintendo","Children","Big-Brain",2.5
"3DS","2012",69,53,7.4,50,"Nintendo","Teen & Up","Big-Brain",2.77350098112615
"Wii","2009",80,43,8.7,35,"Nintendo","Children","Action",2.35702260395516
"GC","2003",47,5,4.2,5,"Nintendo","Children","Action",2.5
"PSP","2005",65,27,8,27,"Sony","Teen & Up","Action",2.35702260395516
"PS3","2009",43,32,4.8,13,"Sony","Teen & Up","Action",3.01511344577764
"PSP","2010",74,27,7,13,"Sony","Teen & Up","Action",3.01511344577764
"PSP","2005",37,6,6.4,20,"Sony","Children","Misc",2.29415733870562
"X360","2007",67,16,7.3,19,"Xbox","Children","Misc",2.35702260395516
"PSP","2010",79,11,6.6,8,"Sony","Children","Sports",2.29415733870562
"X","2004",64,27,5.3,20,"Xbox","Teen & Up","Action",2.42535625036333
"X360","2007",38,45,2.9,44,"Xbox","Teen & Up","Action",2.35702260395516
"X","2005",65,56,7.1,21,"Xbox","Teen & Up","Action",2.5
"X","2002",88,36,8.2,103,"Xbox","Teen & Up","Action",2.77350098112615
"GC","2001",79,13,8.7,7,"Nintendo","Children","Sports",2.5
"X360","2009",55,22,7,17,"Xbox","Teen & Up","Action",2.88675134594813
"GC","2002",91,11,8.1,9,"Nintendo","Children","Sports",2.5
"PS3","2011",74,50,7.1,34,"Sony","Children","Action",3.01511344577764
"Wii","2011",81,5,7.7,6,"Nintendo","Teen & Up","Misc",2.29415733870562
"PS","2000",28,7,2.4,17,"Sony","Teen & Up","Action",2.88675134594813
"Wii","2010",53,4,6.6,5,"Nintendo","Teen & Up","Action",2.88675134594813
"X360","2007",67,33,7.1,15,"Xbox","Children","Sports",2.29415733870562
"PSP","2005",63,37,7.3,16,"Sony","Teen & Up","Action",2.29415733870562
"X360","2009",68,34,8.6,19,"Xbox","Teen & Up","Sports",2.35702260395516
"PC","2013",64,40,6.5,661,"PC","Teen & Up","Action",2.67261241912424
"3DS","2011",54,11,5.5,8,"Nintendo","Children","Action",2.5
